org_entity_id new_entity_id
V_1cb587d492b94ee28bf1411db959cb6a 556
V_1bbd70af595347b88fcf3059d9e0e38e 557
V_97e2f4a763814304a6ba97e441bd2e3e 558
V_120dfdce5b184a6e813159ab6e2908d3 559
V_c1ebd43798984edc91967bce4f9828c8 560
V_Simple_Scripts 561
V_da556885e1a14d929ad5c36a991ad456 562
V_Towers_of_Hanoi 563
V_240bd349c15840a198a3e6daad93b65c 564
V_ef7e8b6f9cf041fea45fd33e51fd5ad3 565
V_f9d44191eec1410689e4f929d765430a 566
V_860b5e4c8c384dedbdfbe8550a13bd8d 567
V_5e213e34b9144906bd85d59478e2d8f7 568
V_b3cec5bdb65f4164b13dd995655446fa 569
V_34b605db172a4c4dbe669881e5f643b9 570
V_9421353e043a42c18eac495cb53fc842 571
V_ed2a7debad4d4a07be676f72e290830f 572
V_d83012d46c7040f2ad37d59884a986b6 573
V_f6f3e7e042ee4d27856f982ce245582b 574
V_afbbfe6d19aa42d5b947198fa703b4f1 575
V_9f725d1686c34bfca24a1469ec237049 576
V_919cc1c079b6447fb58bbf9a4a562877 577
V_bd6dc29a7c7e475eaa33f8b5aebe881f 578
V_7bf7926be3e44d7086f5824ecdbeafb9 579
V_715d021bcc7543c89401d73acf246a15 580
V_19d5e9bdefa24e70937e42fbd33be047 581
V_2e8429c81bb84bdd83a6946844eb2247 582
V_Lecture_9_Introduction 583
V_2588f9d7e7f14bd78094d35f7730ce7a 584
V_58a973bb83474961b2bb9769d1812f76 585
V_Understanding_Variable_Binding 586
V_73d7f75072ec45e18057f0abcdeadb72 587
V_e06aab54214241189c2ab81f024868fd 588
V_21ba2dd12b424865bea2bba68badbbc8 589
V_073d6055b89649468a8762c564697eac 590
V_e4d7b39409ad4ef399eedecf65ed686f 591
V_045405aa21e74f34904478df97635f95 592
V_9d80e6426e744a6b9e77af19685cf4ee 593
V_5887dbaf977e4101a60e6613984031af 594
V_697d3688de3742b3ba9fe6124b09c7d9 595
V_634e9339b007495bbcf2d6adc5a488d2 596
V_dc61dd0b9dac403ba39628053b94cc7d 597
V_abaabe3775e74db0bf032a0ef2a42b03 598
V_f94d7f399d494621bc35b96ff93d3184 599
V_e925d465ce86416db2898738945e3bb6 600
V_Operations_on_Lists 601
V_9eac8c9bff4a48c1b17b115532859767 602
V_aa064f5687ed4fd28875a31d3b1faa0e 603
V_c971bf586d9d4051a471035ad4dc46fa 604
V_fd5a20869f2a41c9a5a0d523f0537808 605
V_9473f2710f8a4e248dac7d25c33a742f 606
V_b2251e7651bf4646b38ad68c4357dbb6 607
V_3ed3fcc7fafd44ae854214fe287cbe9e 608
V_a7389b5205234b00873eadf9d0b0d802 609
V_74a4d6a9b01642e9bb445c01bcc5e4b4 610
V_53b7c6f4b8f148899040d70e4ff01b50 611
V_1127db3c998b49d4b88f46e27bd0f82d 612
V_f4a642e625b44993a3a92c2253e873ff 613
V_6444b60f71764e4aac87f89ef300f7bf 614
V_Python_Objects 615
V_ac86b310f8624a688f124f5074b7d737 616
V_242f503aab6b46eebae3f87a98b1f70e 617
V_933af8af0544432bb9eb5dd84b8e81a1 618
V_4f5ae406fb5040cc8db13e57d776c332 619
V_f8a7f93cd7dd442c87d37c037e860a6f 620
V_23c71a202890425abe07239ab56e1f3a 621
V_6f8d535aa18e4c058c50968534d07628 622
V_ea02249a123949fa9bdac58c693fd94d 623
V_e004762167dd4c5ebd78bc05c705114e 624
V_e8ae6273d56b4ceb90d46baeffea1010 625
V_a5e6d0bd2ae745e6bea4ffcd0989923e 626
V_48e70994cfb343f89c8d3b722431054f 627
V_Iterative_Algorithms 628
V_ba9bbf10ee1c4a2e9c6fc29ac80215f7 629
V_7fcaa7f048e84feb9dc129fce23267fa 630
V_1293e46c2a1b4a1ab507b4e7d0c6364a 631
V_bb4d76c81d524dc0b8db174dc4ad8123 632
V_e928dd3c63164ec9a50257ee34c5c992 633
V_600d2232cda94029b23d3cc8e706b1fc 634
V_b52964cfce904bf3a920f242fbe00be8 635
V_ece309257a544421b9e87e42bc16e093 636
V_9331ddacfb33471994ef1a2348b63688 637
V_876599d52ffc46698b69330f8ea98d31 638
V_d52c98802bb348399e3226231216e226 639
V_da955b1c4ecc40c3bc8b0136b6f5acef 640
V_Measuring_Complexity 641
V_0d84c5da36f344369629c538a8a05b1d 642
V_ca3bd9d8e6c94c5c9a51e17ea7c10168 643
V_49b3d61ff7814811b069251f0081462f 644
V_36995587bed14c12a3e8c762616e10c5 645
V_Branching_Programs 646
V_1e4253cf5b5c48eaace7396a24bde404 647
V_e69445f98a7c4ca68a7f0c430bb6799f 648
V_47980d39640f4768ac6d770c2366fa14 649
V_f412c7c42fea4517b40ed846e6341f6d 650
V_dc0fa4d36f0c4ddaa2ce435924625061 651
V_f9cac356acbb49c5b6d63b09435f79f5 652
V_edcb1f86982b4b759b43b7a0a17d3008 653
V_2730bf78f706467281231ea57c66b300 654
V_f6db8296634f47be983ddabe57c12983 655
V_42ac38d5ff1c46c9a3fc3108534b8d6c 656
V_ac0354e2459a4e568db69e3a7e610512 657
V_ac60099786f8435384a90e4196a19b6e 658
V_faafeea364ed4551bc5fb5531ff4323f 659
V_Introduction 660
V_Glass-Box_Testing 661
V_91e62a5ee57941cf817227f5c9b8e3ad 662
V_50c6b12ee20a4e19b304b86ef6845902 663
V_e0e4f131d2944148ad1f535f786166ff 664
V_a4dab9544f1342a0b6322b4bee733c9e 665
V_276f9c6318bf4fff92c9c3f6f9a0d1b9 666
V_f182401692eb4917a26b3179119739d5 667
V_78c4412182ff4a08ad780be32d7e3c53 668
V_3d39e2697a7d43a8bf81b475a55971ae 669
V_994084646ca14128bb886260b03ba4ce 670
V_aed7f85b008f4c21a5cefe0af76a98e1 671
V_5a48f3feb4b04f65a415f58d50ff2857 672
V_f0b96cb6a980473eaa3b69c6a838284c 673
V_71f328253ddc4712af9322128fba58f0 674
V_5c646027462c4df6a2965861e7e0abb9 675
V_b4b37f91df84489688d83af46fcf170a 676
V_d497775eae1e426b86e223862010ccfc 677
V_f855ca37456a4ddcab8043073708e9a8 678
V_a34e33bd9ea641ffba56d2292a3cbda8 679
V_a88ebdba0c304764b4e33c3ece1bd238 680
V_1001207810824c37af0cff45b80f2732 681
V_00d8c1ba5eaa473f8cdd24781f0d93b9 682
V_3a773a48c4c742c5af3cb4ca96eae9b0 683
V_Selection_Sort_Demo 684
V_532fefe61ac6494a86928cc21c9bc9ab 685
V_30af53becca74243a19839cc6cfb2705 686
V_70f48faf606542e4a252bc2779c25315 687
V_daae2e20f0b74d8a96bcc98753ac61ad 688
V_d5f340475ad147fba16a5b4190bd9826 689
V_6ff765764c6f42b3b73c12af6d88608e 690
V_f8cd8da99b204c0ba1eec77d48ee4269 691
V_Inductive_Reasoning 692
V_d7d982c83c0b4e80b1eaa3c02dd088d9 693
V_7b0e28e3f3144aae96d61b5b3dcff661 694
V_Debugging 695
V_355d7cae9154474288e5f83f727f6621 696
V_b57b954e286848208edf049d3c9b487e 697
V_42a83995f374466a81604410f0254475 698
V_96e42725150645c886531a3db85f7a6d 699
V_b39eb6f42f814903a2057d3f83af926b 700
V_ef4fcfc4344f4e4bab0e14e8a7c4e854 701
V_00990e1b22984f2f98f403475efb5548 702
V_06015feb09d243debd0dcbdfde1240f8 703
V_278a177bc648459e8d4e51d89294f138 704
V_4bb45c47813e4a1aac77d10376155b9d 705
V_c4464c2d8ad64e0d8bff6b57903b2c59 706
V_Programming_Language_Characteristics 707
V_fc2a6587bb684910a8cb8189a7709795 708
V_3457999087eb485b9f3f8f42bc458a1c 709
V_502f90c70e6e4099a1044e682c3a91d1 710
V_31122b26d80047a3a82fe177acc211a9 711
V_8e6e5aa668864b8780388e64a23d648c 712
V_10a9ad7f2cd94f6f89945c6d30edb87a 713
V_706670a84fa44c6f9672e0ae8526abeb 714
V_a55344b0947a47c18c1f12bb8fc4d99c 715
V_a968032d93e944628ef9155986f0b8cb 716
V_d448e30cb7b940f3bc3f936a8a31ccbe 717
V_8cbc921dbc5d4f79bb12496c8f1acb57 718
V_269768414c124a70af08b78212b3e565 719
V_fab1b9b14f0e4045a803a4f8324b1e2b 720
V_00a75596b54a48778482dc8cd002d3c4 721
V_a743219bd9b143fa853fcead3aba2e0b 722
V_c33de99552d1483996f4f8daa95e5183 723
V_70020208f25347589ba0f4d1db6900e6 724
V_5db205cb40c14af38355dff4f49f4347 725
V_beb23cb667ef42bd97072c4cb3828991 726
V_f9edd711bd8741f18a32381b5d3c9f17 727
V_abea2b478e7f4d29b463ec0ffaa48f4c 728
V_979e578fa1a4420a90ca6ae1f376fab2 729
V_8739a420c3544904b5536b4089a6f5cd 730
V_0082436c841f4ff7bd4107dd8da5da27 731
V_2dc71e95493a4f78853ebf11e1153c02 732
V_602560190a51423fa41737dea0920d30 733
V_00770879bbb949f3b19b4fd7e6183744 734
V_e3590abf09f94836b4603cb02967bc16 735
V_eb0c6f8195b34a47ad36eded86a89632 736
V_2610c800f14c4915bf3a60796ff76754 737
V_9838a86878014daa9f0ee8fe5171cc0d 738
V_41afd769ac3546228cd514142e2a5da9 739
V_28be715baceb428d81ab0dcde3d9fb32 740
V_eb93e59856f84592a9a279a443280476 741
V_b7824d4012824b5793deca0904d885b3 742
V_7ed16d9795f844dd85c8cc79f2a5ad9f 743
V_42cc12e9f8c84401813375b9328e151d 744
V_b9662632a6d242b6baffc85b6803cc7a 745
V_bb0f5eb0871046d4be6b17032a6dc465 746
V_b455bd5280e349e19480520cca0965aa 747
V_af34735ec08d4f33be138d23d55fc115 748
V_729ca0a71fb746678784a6da0e6c4cb1 749
V_0eb1dfbe23ec408783b3c4c8b32729ff 750
V_b3d90812864c4798bb43b3464f0626a4 751
V_8da94a61215a47e0b8ab64c60d5794af 752
V_e0ab3bf4730b4b10977df47e2e7dda5a 753
V_e07d0816f31f4d7c9f3f4a72dd7b35ec 754
V_05983f4ae5894752a8277c5f1802ff2e 755
V_5346a848f366456d82a5bd3ccce9310e 756
V_9bfebe9dbe4f44ff9e3585fc07c358d7 757
V_847fdc4baa9742598d704494f0a54572 758
V_6f19de676e754c36836e26fe8522f3b6 759
V_e932b9d974734fb3a11ccdaa20bdd2ab 760
V_f0c23874896340999726b3344e8ac875 761
V_03eb5540b3154884b740cdd9420b52c7 762
V_04d9694a497545a580f905297afe37ee 763
V_6788e623bc0041288b3cae8d386db1eb 764
V_Merge_Sort 765
V_79e373c97550409498ee3a9255b4f012 766
V_180de62983c0400ba9a00cdd3287722a 767
V_901cc14547164e5895679faaaef7c35c 768
V_1f28ba86d72a423bb27a90194c533924 769
V_c1cb2b628088493b801df68f76f16e66 770
V_c94ee665fbb54184a405a66c24693a55 771
V_99704c78b4874e1281e68951c7518c9d 772
V_8a8d83a8e11146358238638e57d9996f 773
V_ff2a26c8c90745e58580f89b2af61a19 774
V_26d963b65f914a259d230ddf177f141b 775
V_2a9c9e56bab448afb723ba3415884072 776
V_603a354968164ee9863115f9e06b4d43 777
V_7ccd4a314b7f46a8b33468831ddd6296 778
V_c13a2623a9fc46edac7996b68a153833 779
V_cb9e0bae33c040e6aab3c47352d91b36 780
V_dbf3961a03be436b9d99793adfe314eb 781
V_f035e3d46cdf46e186568177073d0e3e 782
V_556b6bdec66f442ea96f917fa72f057f 783
V_e88c8a077218468a9c1b98918cda19ea 784
V_a2cdd63b864c4fa284c0d6b2d85425f6 785
V_e46560ffffd84ed98224643a103c293a 786
V_Environments 787
V_5435d451454d4d09aa5ab96033385c08 788
V_7fee9b7c55f444bea0fe072cdfd41fd2 789
V_34de74b197f6475faeb7d6dc4b190669 790
V_e3f869c3599a4ac6bb3882200277c2a3 791
V_2f8e9e2868804c378e97e3abd1f2d3d3 792
V_e77bc82443e24932b0ec3c9009fec718 793
V_9af2b336a5df4608a4d0475f9afb5177 794
V_3c4f45a12a2241e2bd7b3c061bfa3649 795
V_5ef2258e2f1f467f86db383bd32639d8 796
V_5372d31bb3a4444bb3540d4af446d7b2 797
V_b3b65e47939f4974aecf699d1d8d23eb 798
V_d83bd3b1946e41649ff9d867d9699356 799
V_acec149d950241389161cfb0bb2a5d3c 800
V_85ec96f818644617b60f6f76d55ca3b5 801
V_Demo_Fibonacci 802
V_2abf404154224d6ca02ddbbd2be549fe 803
V_53fc237b61c74011987cdda1055fee5d 804
V_d7bfb04a07b74de7b9eb7bc82d861301 805
V_77da00a4923c444d92eda6785e432aae 806
V_312e00a383584ef98c939eb6ee2bedb8 807
V_b7efdbcb685947e6a3d847b8eb18d832 808
V_fd53be36016e4b6d91c0fecfad5c850d 809
V_82338388c5f047d88232c9cd6ba8e1e8 810
V_70a9a6415ef8443484766ef14b4dfe31 811
V_9f87c30948424f93b957146e21519a98 812
V_8350e3e38c7b4b53bdad05a52cad478c 813
V_3e59455adced45f6874dcc98709daa44 814
V_51ce8c0df3b149739a8adb6f204e6c1f 815
V_5ad1d0e1985c4fc7aba621e92dd950d1 816
V_e6d340f5aa4e49e5a9706aa4e1f18468 817
V_e9441f9c80d7457a8e8e0154c665f08c 818
V_56adcc794510476382b4ab8c9b5e694e 819
V_e2e0da005f58497a9c1cc615c0845b9a 820
V_7a4844aed3c9490f8b4e9974137dc186 821
V_b80fa0406afd4da9be0f9d9eaf526cd1 822
V_b9d7e9b71ed442c9b421859564dcf1ef 823
V_5f16712ba34b4b4588eac662745dc4e9 824
V_c062e665c2e3497aa39456f15bc13a46 825
V_ca9e7b2b895e4a90888be0e8004ddb6d 826
V_4479f062e4994a97b8aeda0c9e8e6d3c 827
V_3149398745ea44d4bba4f10e59460759 828
V_9af006e0808142e194166a75ff8d17d4 829
V_81075fe7aae241009bbeb6eef0b422f3 830
V_89514a002b5e45f6985265e74ea14b8e 831
V_70486ef1fb874106bf797d6ef36497a3 832
V_48096b77abb14eecaf62377ec49cc461 833
V_2a3dc1cec0b84c3f926c5dedf7f5985a 834
V_66f10999b76a4409ba26e581e9670655 835
V_49596a49a13d4bf5a62ccccc6accb74e 836
V_25e626e782aa478cbd99d583f1242669 837
V_8be984ccb0dd479c9cfa0d0f81a4f1aa 838
V_75cc936e115d47dfabfd440ab3009c3e 839
V_add98f08e2a544099a9bf0060225f0fe 840
V_1f742c87cd7e4b12955ea8c670f974f3 841
V_215f7be5bdcd43e7a1df6eacc9c7fb40 842
V_5944a26ad8b449b9a37a236b90d60d46 843
V_a99b6d3e5bf34a4ba70ed915ef62e858 844
V_f896e0bdec8d4d929ac709c881cf088c 845
V_1cf8544b9f9a41f19d512b064781a5d3 846
V_24bfe684aa674b5e9c9a839e1e2e1fad 847
V_4896244292074daca5c92a37a06ff478 848
V_ea3bb0df267b48bc8b62d30ebb560055 849
V_e41cb8134f8e4e7e90b8747d7e07642a 850
V_b312aaced2bc4a1caf6fece0c4e0c3d1 851
V_37640fb6a23441f986f7dc033742db0f 852
V_Bisection_Search 853
V_53c324b551e2424f9b29fd92f5846902 854
V_56be84c9ac484334ac46abed839216df 855
V_bb7f356d07054e299db4c98da8ccbd8f 856
V_2d51de1c30ca4c428078307d4a42f50b 857
V_9ea442a3e5584bb6ac16e2d3e76652bb 858
V_36e4526e71594f84a9e940b191e8bd02 859
V_5e749830ef0e497186da7d6cb7d12a81 860
V_a1bbde0e43b6466ba2af0c231d5247a3 861
V_a2976c5391034484ac5d1633abd1ba47 862
V_944516af8eee4fb7b24f2568a655c300 863
V_f22be6543e95497fa3de8454e9cde02a 864
V_a842e0ba267d43bfa29aab48a861bd28 865
V_10752555d94b4f56803c102521f2392d 866
V_141b29a77dac437cb151518a08734eb7 867
V_6522e34a2c1040adb8b36eaec2107079 868
V_34ccc5bc0d1245028c09ad7a6e5f326b 869
V_ab707ecbab854dc8b1fd7fb26e40b7b5 870
V_cc696e22d0834862801d6b24adfa060f 871
V_560d8411b48a43caa036e6f03acc1af4 872
V_bf43a93f779d4bb2bb7bdd7b4ebb6374 873
V_e23d122c70af4bc786a1735dde336d4e 874
V_c73fbddd7f4f40ac8cd430828c8aac81 875
V_e0e2bcb7a8e94d3e9121e807e5ea3a18 876
V_56a2670949b34ce4b0a360a9982e757e 877
V_33d2c5efb15348e484c53dcc4f584767 878
V_169d50a5219549cb8d582c74f8de7689 879
V_710d2102bc4344dd8e4b895667653446 880
V_e7bd5658b86e4f9a9257fc9c4efcb38f 881
V_e9197a1e5dc142d8aa8debae66e77a26 882
V_5b73d49f05da4a44a301f635f00c6767 883
V_81ab1d906b084aa1b51e45306bc18c0a 884
V_67ae9fb275e54f0689cce2843e9ab023 885
V_4bb5e3a219dc4bf0ad8e55a6c36a5493 886
V_37419a690ae74193850855e9dabdf91b 887
V_470248fa0bba41aba7ef848f03879371 888
V_32c24a5afcd54eafbb43361bd7d74a28 889
V_4b7b42a5ccae49e0adf9ef7a5ccd4368 890
V_850701855e3a4469a9492191b5031da7 891
V_481cd4915e7049f5afc10c981433ad4f 892
V_7b6411087c5b4742a3b883068c674d22 893
V_9d62812e06ec4d71a13216922a3e0ee4 894
V_1f3a839f707143d69a16f1672dd2c7e1 895
V_33743fde12d64c5a8316910be2abba20 896
V_e25d276eb45842138da40f67340d77e5 897
V_6d963282582a48b08c9e8730b2515478 898
V_2cbb74c58ee64c7eb52009b9e201c954 899
V_602f6f316c914eb88c4ac7bc5aa2e31a 900
V_c4c65f4f4a944c24a33c0b9f3cc01c21 901
V_3c9724c39e6c4cab8dc474b93f4f6b9b 902
V_93178585edcd413abad7b6b113ae7346 903
V_5c90d3ec2c43433b9637b11df72cb788 904
V_64e4a8f775a14f58a36f10572be8ce50 905
V_3ca0e5d103b14cf09ca15a106b1c217f 906
V_e6f03103fcbb42ec8e6ee0f7dec180e8 907
V_a8a74c0b193f47ce85041191918e9f81 908
V_6c5debe2317445868f1e0bfd3aa3bd10 909
V_Types_of_Programming_Languages 910
V_0e528f6c94f0447798f1b8c20c3cac58 911
V_0d2a58cd5b074fc39110cd5e098d8eb2 912
V_11f7549d609e47a2b0c66ddb58aa2a36 913
V_a82b915a3fc0438a96db67e7fac6e267 914
V_a616117ac0e7445ab6bf12e61041e653 915
V_Recursive_Algorithms 916
V_0c2ec1be719f4cf282756265ff3d3323 917
V_4e9bbc3fa59e4c788758c962c0bfdb43 918
V_b1aa2add8eb74a5da934ed8caadaf4a6 919
V_f89d2c1d4646472da5511e17239e68ac 920
V_aeac88a148d54a75b8b6fc2435c2f956 921
V_d30da7443ec448c4800d0324c7964b49 922
V_4dd434512c404841899a7ca3d42aff7d 923
V_4d91f38e79dd4c3791a5ffc0c457f957 924
V_796fd2cddf8c4731b4e1b39025fa7385 925
V_45ba544ef19444cc9157371757e7d164 926
V_710a26800f2b400fb9bc09166d6ae6b2 927
V_461bdacba53a4ed895aa3e69e8d9ca15 928
V_beae909596474718a323699ed10caff6 929
V_611068ae0b694df58f230909a6e6e383 930
V_1862b73d6e7543d189414106c0936fdb 931
V_80fcf851e63e4ac398d993340b95dad1 932
V_Lecture_4_Introduction 933
V_a6ced6b102524a1da100907180bc2ea0 934
V_bcdb24cb34aa4f488ac4a7786f5addab 935
V_c10f199c90334b48afe38687a4111f0e 936
V_981d37d6dd144f8e9b9cd0eb9163787f 937
V_cef55761446b4b63890272fff6a0481d 938
V_928ebbce857b47a3a6915cb55d0e34f4 939
V_44bbc65877e44a3ca79b1f7f3577ad14 940
V_6644ca1e8288486e9d4f7d6bdde44efb 941
V_5d2a176734044168b3ea21526f38d780 942
V_591aae1ff04d46b49f2325070a0f0c1b 943
V_534cd7404056475db70e14c024cc24a7 944
V_f326580069f6480dbddb232fbfba36e6 945
V_ae221b148aaa438d8bfbfd0260d260ca 946
V_20f0d75d19a64195a0cd98e0210a9a75 947
V_2f8ced75c6af48ae804ba6bae5cf85d9 948
V_c35442a3a115472384b661c06889afc7 949
V_Lists 950
V_3D_Computer_Graphics 951
V_2c854ef6e7414d4699985650ab6e17f0 952
V_cfa5c337e8674855aeb126aa9904291c 953
V_3c6ce7fac3144316bed62f55f4816602 954
V_6c5a88776e4046dba293b103ac1787aa 955
V_9d44a6d25c17451eb9a976409b4e1e2a 956
V_a7ccfedca04a4963b15143274eb9c043 957
V_0fd7171285b1401f82cefbdbd28257f2 958
V_Floating_Point_Accuracy 959
V_95dac183c34b4375b9ca2dcfa371f230 960
V_6c28ef8abd33430dab572096f91e1802 961
V_068038b6abba40c7b8eec88e86e6fdc7 962
V_229ca888a7894c84b74d3c7490ac426a 963
V_29d9b5fb423146ca8531eb5033657a8f 964
V_1d4c394f867f4974aac2dfb79377e06e 965
V_12817c7cc99548b0b71a065b386011f8 966
V_f9cbb229c20944c0a65ac4901d918d82 967
V_3e39d2ff37bf410abb437192c3143c57 968
V_0365953f4ddf4a3bb28e7f0e3fec6ac8 969
V_8aad32d4e88b4669877a521a193638b0 970
V_45dcce0cb78847f79332e4d9eb2608c7 971
V_b6b06ece3a95497eb6757e0ebfc6131a 972
V_b64641e8bf0b4cf589b9447081ce65ee 973
V_66977cf35a574a57b4f8e1447153a1c5 974
V_d896e6deb0c24c53b54c0a324ffdf70b 975
V_8554d022afa64361b6096f98021ca3bd 976
V_8b4b976c89aa4967a390a6874c45c6a6 977
V_dc3250b9dec24568926e4dc2693d2f93 978
V_9064d606b44c4f58bcd724832b1388a6 979
V_24127c532a9b4117b3bd8bc1fc2473e8 980
V_98d0cda9a75a4368b69c3476b5ec0bf9 981
V_7321f00db10b461f93039df886fe9e8f 982
V_1778f8b090bf4810bcf5cd874d873363 983
V_7aafd33d0eac428d82d512bdcad3b3eb 984
V_Lecture_7_Introduction 985
V_ea19f406608e4985a8b76c2b10ceec1f 986
V_ef5a8a94c32b4532bf40ce5074bebe42 987
V_f084fee254314e1889d49c64f98de330 988
V_51f92c752cc149dda6d908f434e8624d 989
V_e144dd2bc70d48f48d5cb80a35fb8f26 990
V_0d06a65823ed42aaa0ed004f5ad54cba 991
V_ddd812420fe24c11ad4e6990f1e4fb5f 992
V_6a35f830725d463c8069ba09d4a21d08 993
V_84884339000c4135b5db12e1a8997cc9 994
V_85c1df5109a6470db7bb9e788a390df9 995
V_6afc3c2a50ef42a6a8c196f9692f39ba 996
V_b32ed93516074f8f9fc0bc8f0be7c765 997
V_Tuples 998
V_0c52c616f140492da18b42f1f45be95c 999
V_e92164a19150478681c1beaa4c8daba0 1000
V_5d0e9264f72a4deda0411104680478f5 1001
V_00472fa6c68749c3b658f81165429be9 1002
V_08f56c1dae4f4c828b9987d60b78a59d 1003
V_Complexity_Classes 1004
V_1a3dc83585094a9c9c386ef4605ad5ce 1005
V_9fef951165da443aa7a7e9e1a775f6fe 1006
V_7305ddf7b90b4ce884d8a07c76941ae4 1007
V_d6a35f6d63004ded8f93be0e66dcc160 1008
V_2cb864f03d3348a296051f34c5f52487 1009
V_86274b3005b644439daf32d6ccfecbe7 1010
V_91c6d7563fdf4c419919bdfd4dd84c81 1011
V_e2edcf73020842d296069fa9fb09ff77 1012
V_07299c668e3f4d85a99881d303afb7f4 1013
V_3a65cb3c0f2b4d68824b399e7bec8140 1014
V_8f66a4a31d8a49ff81406f0d54a6a608 1015
V_1f5fabbff47846e184d5b2c8e21583d4 1016
V_db805890c4f142678e1923b188e5164b 1017
V_fc820a96d327426d81c0834d004c41f7 1018
V_7b66724c43b1473092f914073b2abcb8 1019
V_b48fdda2fd9e48a1b2a5990cf381cb61 1020
V_9f90861a4aa041969c487366a894addc 1021
V_Understanding_Root_Finding 1022
V_dd5e1be602f243efa8dfcc038168162b 1023
V_3d3e6a9e2f4c48b383bd679f93a81869 1024
V_20f89a36ca3c401b9b393f1b2b4ed653 1025
V_bfdc1b0bd5c84769a17ed5df66c1f9c8 1026
V_0f923cefe6dc44fdbd31f5d2db1c99b4 1027
V_6659ad7606eb41ebac2786fc32d4254d 1028
V_65ea4be644024dd0b21717d6c3ceae1d 1029
V_1ae1b332fd23434aa7cee72973349620 1030
V_8340f422781649cb947c70a20a31a00a 1031
V_9daa09f49e5042baa4efea4a94431b6d 1032
V_c60ec8083d2d4027ae2857d62268e22c 1033
V_80425617549e4cdf85c26d2fd44b566e 1034
V_c1da5404e60a4413b2334d9e08c5389b 1035
V_27820ae80c8f44f6b72784f7abce12be 1036
V_0d4d3c6979f94036b88102f88af10813 1037
V_2d9f554146ca4d6ab3cd1a879e905b16 1038
V_edX_Courseware_Accordion 1039
V_7497083cd68e4de79728cce9cb2a07f5 1040
V_08b51ff4370a4bb48abbc41dfad9ba58 1041
V_e07ec82b7d314f80a7773f2027180f86 1042
V_a4cc2988b14d46be83ded582f4b05ac1 1043
V_d27fdd2885244602b41f070acc431ae7 1044
V_36ecfb075ab24689bb87a37aca2a30ec 1045
V_5cb52e890acc43549b85788668bc7f11 1046
V_3131f5b058834cc7a003bcf0f748dab5 1047
V_8225f8be63e54faabc2dab12af0fbe4a 1048
V_9140466faf3a432b851aa9dab8c90768 1049
V_4756915d7edc4f3086bf1c6c602731a2 1050
V_Programming_a_Robot 1051
V_4d798180e99f4e9d8307f7cac906f968 1052
V_bd60ae6ed17a47868fc70bc2f8f248a6 1053
V_e4f5eb106ac64d87a2f17f220a2df964 1054
V_6772819ff2964f76b3d045e717b5d33e 1055
V_158ac45919f145bea4c768b88eaae8b2 1056
V_cd3c366bab31401ea9c60bb369ce4aff 1057
V_a184af94901d4a7281af116c819d91fc 1058
V_9db26ea865744e7489678dee929503cf 1059
V_f6a2aa268536435780698a7871d614f3 1060
V_18112ab153d34c0d8a2eb7dba6b76a97 1061
V_1dca1ede459a47f881183e88b630273d 1062
V_e0862b2a3c4d418c9990f535f66fb761 1063
V_673389ee248b4342a7993aeae93a7121 1064
V_9246d8a7280649348ecb0eb02e68b27f 1065
V_b60ccc2580204004aab23a805b078868 1066
V_32fbec92acc748c1814360467720b571 1067
V_7db46e0f4fb04d5693a7b383af7ba31c 1068
V_c3ec1fe6ccf148b9868ad8365de7d3b5 1069
V_71a1516ef11e4178912b4b4865cc662f 1070
V_799ce5f169104dcb8c33e7eda414fdb6 1071
V_c55f5cd5a2b74da2afc23c5a74fcba88 1072
V_Testing_and_Debugging 1073
V_554baeeccbb74107855454beea7f9447 1074
V_bbedf7ac7a8b4127aff361ae632dbe70 1075
V_5f46ef8dad7a4c2193036ef40dd0d795 1076
V_c6c6f43c82a241f68bf3f10924ba74b5 1077
V_c0cd5053b9f5493cb0aa19753c2bf051 1078
V_6dceda10e91146ab83a3e20f3f1ee3c0 1079
V_a45b63c77f414f8999b7a86d34063a7c 1080
V_ff3a5bdbfc5a4a0f80947facb45928ba 1081
V_Guess_and_Check_Algorithms 1082
V_f5e143cf1b1945598015d32f4f81f06d 1083
V_1ae1a13beea44e538c4c810b4b504aa3 1084
V_bc2e831973a740b4999c754d702c6e7e 1085
V_8806874a8fbe4eff959fc21aac08ac03 1086
V_bcdb26ef4d8e495182acfb36c5ef57c1 1087
V_343926b55453457ebb2b1f0b6367a81d 1088
V_1e494b936ae540ce9841dae8f3920b9e 1089
V_066642610d0d4dd8939f0271f933cfba 1090
V_1f273efab56a4e999340dc6bbb326aa9 1091
V_0df0d734fcdb457e8afbf0c568b28ee2 1092
V_7704e760c0e94bad8fe2b798f4a5938f 1093
V_102d2536030d47b4b343c3848f6f50b6 1094
V_1fd9752d9b174687827c9df05f78711d 1095
V_2fdccda8fee34edd953892aeaa106489 1096
V_ded0426f8fa144eab6de80920d164511 1097
V_b16c1e15748d481e9acf941b594672b3 1098
V_cf02d52807bc4fb788e0aa0021e412ad 1099
V_1add377a0c354d9882d95175c15fe556 1100
V_e283ca51b8fc455bbf8a8fd6475bd5e6 1101
V_abf5a1bf565d4d7d8bc5a00c7b3fa0bd 1102
V_dd34d4fa43f449e1898509843328bd7a 1103
V_795ec66e734a4f3abdc65d22300f1b28 1104
V_550b789795e54a3dbbbc518908be2279 1105
